AppID,Timestamp Created,UserID,Language,PlayTimeTotal,ReviewID,Purchase,Recommended,ReviewText
2780710,1745584365,76561198346745810,schinese,663,193547910,true,true,"类似游戏里这是我体验最好的，碰撞无伤的设计玩起来十分畅快，喷漆和节点也足够有想法，希望加入更多的游戏内容，挑战难度和构筑bd"
2780710,1745503917,76561198083556385,schinese,1191,193481406,true,true,"很好玩，但是为什么地图那么少啊，第四张图最后我以为我一直被KO，结果发现是因为后面没图了"
2780710,1745499567,76561198311344061,schinese,674,193476947,true,false,"steamdeck 会自动闪退 不知道什么原因，一点提示都没有，开始游戏后 半分钟左右就闪退，试了好几次都这样，机子重启也是一样。玩不了了"
2780710,1745483629,76561198919546335,schinese,297,193464839,true,true,"游戏挺好玩的，可惜成就不是中文"
2780710,1745466296,76561198332080850,schinese,498,193453882,true,true,"进步空间很大"
2780710,1745459878,76561199477842154,schinese,2568,193449651,true,true,"很不错的产品，很好玩，有一定的难度不是无脑割草的游戏。"
2780710,1745426207,76561198798164999,schinese,233,193420483,true,false,"强度和bd成型过于随机，体会不到太多构筑的乐趣"
2780710,1745412232,76561199602104112,schinese,389,193406039,true,false,"不好玩，半成品就拿上来"
2780710,1745339545,76561199519976539,schinese,459,193346203,true,true,"1"
2780710,1745260472,76561199374621005,schinese,1928,193285992,true,true,"好玩，贼好玩，有种玩吸血鬼幸存者+网游的感觉"
2780710,1745260322,76561198862693111,schinese,356,193285808,true,false,"遇到个BUG 目前我战士11级 猎人4级 先知15级 但我的属性点只有先知有14点 战士和猎人属性点没了 重置也没用 等于我这个档战士和猎人废了 只能玩先知"
2780710,1745248766,76561198253125453,schinese,648,193272458,true,true,"爽刷，非常爽"
2780710,1745222373,76561198185491473,schinese,611,193248995,true,true,"游戏还挺有意思的 就是内容太少了 完全就是半成品"
2780710,1745205108,76561198138555129,schinese,1758,193236626,true,false,"内容太少了，"
2780710,1745179661,76561198110218223,schinese,407,193214337,true,false,"玩了5个小时，就合出一次超武。"
2780710,1745157191,76561198316236500,schinese,556,193187688,true,true,"睡前小游戏，好玩"
2780710,1745156752,76561198175265815,schinese,196,193187185,true,true,"hao"
2780710,1745148155,76561198446517856,schinese,1295,193178743,true,true,"好玩好玩 开发者也很看重中国玩家建议~"
2780710,1745145664,76561198862667971,schinese,341,193176520,true,false,"游戏对比吸血鬼本体完成度太低，亮点也就是局内有2种以上构筑方式，建议等多一段时间到游戏正式版再入。"
2780710,1745134514,76561198186660950,schinese,600,193166968,true,true,"[h1] 先给好评，玩着还不错，但完成度不高 [/h1]
BD成型不算难，玩着很爽,但是有些设计很不合理

1、目前可能是因为后面关卡还未设计完成，第4关之后就结束了，但是你[b] 为什么不让我打第4关的boss? WHY？目前的设计是第4关见到boss之后，人物直接死亡，但是没有任何提示！！！没有任何解释！！！ [/b]
这个设计我觉得非常不合理，你就是放个木桩在这我觉得都没问题，我初见还以为是触发了boss的秒杀机制，反复尝试最终得到结论就是不给打，这就太难受了，能见到boss本身就不容易，打到20分钟足够说明BD已经成型，结果这时候不让我爽了？？？

2、BD平衡性很弱，弱到完全没有玩其他流派的兴趣，目前火系是爷爷，物理是爹，其他的通通是孙子，然后[u] 巨人之牙+旋风劈斩= 炙热混沌之刃 [/u]几乎是高难唯一指定流派，可以搭配命运之结系统几乎所有强力流派
这里分享几个无敌流派：
每秒-1血获得10%吸血+掉血几率+1%伤害，无限成长高难必备，快速叠出200%以上增伤
击杀点燃敌人几率增加火伤，搭配[u]炙热混沌之刃[/u] 同样是无限成长快速叠火伤
释放10个火系技能回1%血，搭配[u]炙热混沌之刃[/u] 你会看到头上疯狂跳回血，几乎等于无限血
和上述BD比其他的就太弱了，挑战高难很容易卡在10分钟小boss上

3、等级提升太慢且人物没有共享技能点，但技能树里普攻加成基本是必备产物，导致玩新角色必须降难度且玩起来很折磨

4、背包系统，这套系统导致局外成长前戏过长且操作极为繁琐
首先最无法接受的是[b] 取消装备符文必须按ESC [/b]，导致操作这个系统没法单手操作，更累了。。。
其次，没有记忆功能，中后期获得符文和锻造符文多了之后，肯定会根据自己流派倾向选择定向加成，没有记忆功能导致每一次想换流派玩就只能重新摆放符文，进一步导致没有换流派的动力

[h3] 总结 [/h3]
底子很好，但缺陷也很多，期待后期更新，初见很爽，但目前内容不足，玩时间长了会有点腻

[h1] 尽快把第4关boss的问题给我改了，随便你是放个木桩还是加个致歉声明！尽快改！！！ [/h1]"
2780710,1745134331,76561198263455168,schinese,1005,193166818,true,false,"简单来说，目前还是半成品的感觉。等后续再丰富了内容会改成推荐购买。
先说一下优点，这个游戏画风和boss战都比同类型游戏要好得多，或者说非常对我的胃口。但是在很期待地买进了正式版，发现实际上增加的只有两个新地图和一个新人物，其它内容基本上只是调整为主。技能、能力结、符文基本上都没太大的变化，游玩内容其实很少。

目前这个游戏需要调整和优化的地方还很多，比如符文系统非常鸡肋，人物之间区别较小，符文刷出的属性过于随机。但我觉得这些都算是小问题，可以慢慢调整和优化。最大的问题在于，作为一个刷刷刷的游戏，整体深度太浅了。别的游戏要么是让你刷装备，要么让你刷局外成长，这个游戏是让你刷符文。

但是目前符文系统根本就是个半成品。首先是刷到的颜料能做出的符文，供选择的数量非常少，给的属性也很鸡肋，感觉只有极少数能用得上的。游戏里刷出来的符文加的属性会更多，但是给的属性实在过于随机了。基本上就是把游戏里面这几十个属性，一股脑塞进去给你roll……时常会出现最稀有的符文，给了4个适用性很差的属性。如果想让玩家有动力去刷，就必须提高符文的适用性。要提高适用性，最好就把某些属性作为主属性（如攻击力，攻速，吸血等等），然后某个类型的高稀有性符文绑定这个主属性，然后附加其它收益没这么高的副属性。后续再加上一些高难度的地图，玩家可以用刷出来的符文去挑战，延长可玩性和设置好挑战曲线。但目前整个游戏能挑战的也只有4个地图，在局外纯提高敌人属性的难度，而给的奖励又是属性纯随机的符文，变成了一个负循环，整体游戏的正反馈非常差。
最常遇到的情况是，你用几十的高难度刷20分钟，出来三四个高稀有的符文，结果刷的全是非常鸡肋的属性。比如一个最高稀有度的符文，打比方火属性伤害+18，暴击系数+20%，回血+1，血量+50， 这些属性对于玩家的提升微乎其微，而且适用性也极差。毕竟一局游戏里你可能只会有一两个技能是火或冰属性的，而且没有太高的暴击率。然后回血的1点属性，居然每2秒只给回1点血……要知道这游戏局外人物加满之后，基本上都是四五百血量的。而能放符文的地方目前也不能拓展，只有固定的一点点地方。看整个UI设置应该有计划会给玩家拓展变大，放更多的符文的，稍微期待一下吧。

再就是属性的设置也有很大问题，比如上面提到的回血，用符文千辛万苦凑出来5点，一看属性每1.5秒回复1点血……我战士都快550的血了，敌人碰你一下几十上百血，靠回血属性来恢复天都亮了。但是游戏内除了完全随机刷新的苹果道具之外，只有一个吸血的回血手段。吸血这个属性的获取难度又很高，只有一个能力结，一个水蛭技能和完全随机的符文。而其它的很多属性点收益同样非常低，比如单个元素属性的伤害，暴击系数，4个异常状态（如震击的效果是怪物受到的伤害增加25%，那我为什么不直接增加攻击力或伤害系数？）。这种收益较低的属性，应该作为副属性出现在符文系统和升级挑选的选项中，而不是跟其它攻击力，攻击速度和血量等重要属性完全混在一起。这种完全混沌的抽奖并不会让玩家更多地去刷符文，而会因为收益过于不明确而干脆不想去刷了，导致整体游戏的挫败感很高。有时候连续升两三次级都是看到全是只有这些收益很低的属性能选择，就觉得很无奈。毕竟这个类型的游戏还是要以“刷”和“爽”为最大前提，你不能光想着让玩家刷，不让玩家爽呀。

这个游戏的美术风格等非常对我的胃口，我试玩版都玩了20多个小时了，正式版硬刷了16个小时反而有点打不动了。希望制作组赶紧再打磨打磨，不要浪费了这么有潜力的游戏。"
2780710,1745115377,76561199533926229,schinese,126,193151480,true,true,"是好游戏，但没有无尽模式，不够爽"
2780710,1745087135,76561198091716146,schinese,2148,193122720,true,true,"简单粗暴好玩，局内局外双背包系统有点意思，细节还需要打磨"
2780710,1745025062,76561199180187994,schinese,439,193064312,true,true,"优秀的类幸存者游戏，有自己的特色"
2780710,1744993479,76561198418826347,schinese,991,193031711,true,true,"升级云存档的时候吃掉了我战士的9个技能点，现在10级了只有一个技能点，能修复一下吗"
2780710,1744988361,76561199079015340,schinese,150,193025474,true,true,"无尽是没有的，BD是单一的，超武是没用的，强化结点是不可替换的，好评是先给你的。"
2780710,1744975223,76561199227255385,schinese,487,193011643,true,false,"极度无聊  bd极度无趣，游戏过程像在赤石，什么介绍都没有"
2780710,1744955181,76561198205032532,schinese,154,192995576,true,true,"+讨喜的像素风格
+宿命之网系统，给局内成长增添了一些趣味性
-取消了碰撞伤害，但是射子弹的怪子弹太不明显还是追踪的，经常躲不掉，大部分近战怪只要拿一些移动速度一直移动几乎可以无视
-宿命之网的随机太看运气
-小BOSS没打完怪海就冲过来了，不光boss看不到在哪了连技能都躲不开了
-地图里放了几个意义不明的祭坛，除此之外过于空旷了1

期待后续更新更多的英雄和技能"
2780710,1744948257,76561199129619358,schinese,927,192990843,true,true,"有个bug
就是偶尔升级后所装载的技能无法自动施放了，后期就剩初始技能硬打
有时候是单个技能，有时候是所有技能
遇到频率2.5小时两次"
2780710,1744943524,76561198098670671,schinese,289,192987331,true,false,"各种意义上的半成品..."
2780710,1744918659,76561198138746103,schinese,101,192965045,true,false,"本来不想给差评，但是莫名其妙局外成长被清0了。更别说这游戏没有局外的属性你完全玩不下去，局外升级又很慢很慢。不升级就打不动，打不动就没经验，没经验就没法升级，闭环了属于是。游戏内怪的血量只会一直加，参考隔壁吸血鬼幸存者中间还会有奖励波数起码算白给你点经验，第一波加血过后你就开始清不动怪，如果没有群伤技能的话拖都拖不下去，虽然我也才玩了两个小时，但是你让我两个小时的付出呲溜就没了我很不爽。而且目前来看，不建议现在买。等正式版再考虑吧（这B东西现在，还没试玩demo爽呢，想玩就去玩demo体验一下意思意思得了）"
2780710,1744909832,76561198802477084,schinese,102,192955040,true,true,"在没有加入技能透明度适配的情况以及手柄战斗中查看技能等级方式的情况下，这款游戏都是功能缺失的。
用第一关举例，第一关被蛇圈起来吐痰加戳但因为BD比较健全血虱猛猛吸从而站撸打过的我，像我三岁那年被我和我的家人用脸盆扣着一人一脚的老鼠。
我还肉。"
2780710,1744888054,76561198291107398,schinese,2108,192933830,true,true,"为什么华纳神域最终boss一出来我就死了，满血、也没吃到技能"
2780710,1744821086,76561198262332034,schinese,489,192878447,true,true,"第二章第一个BOSS那个闪电箭是什么机制完全没看明白，变绿瞬间闪现也躲不掉的吗"
2780710,1744806960,76561198165639695,schinese,1408,192863465,true,true,"有难度的肉鸽 不过是不错的游戏  希望后续内容早点出来"
2780710,1744786646,76561198446143953,schinese,700,192850374,true,true,"目前游玩4.6小时，解锁了猎人，这游戏是从去年DEMO开始玩的。
作为一个类吸血鬼幸存者玩家，我觉得这游戏优化or潜力很大。

优点就不描述了，现在主说一说需要优化的地方，由高到低排列，如果是我看错了还请指正：

1、符文页能不能自定义保存多页，因为不同流派对符文属性需求完全不同。
并且，由于有格子限制，每次更换一套符文真的需要花很多时间。

2、简化一下终极武器解锁条件，或者增加种类。对于一个幸存者肉鸽进化游戏，5小时了我未解锁任一种终极武器。一是由于我喜欢玩单一流派，二是由于敌人强度不得不玩单一流派，没有机会尝试不同属性之间的技能来解锁终极武器。

3、局内可以新增圣坛，在每次BOSS后刷新几个，亦或是增加更多的属性祭坛，比如给装备，或者买卖符文等等。

4、局内结点镶嵌后无法移动，目前能接受。但是希望可以覆盖镶嵌，后续刷到更强的连结点便于替换。

目前就想到这么多，希望官方能酌情考虑一下诉求，solute！"
2780710,1744782586,76561198407733810,schinese,1691,192848240,true,true,"希望官方可以优化融合技能，此类型技能特点不突出。同时希望增加神器功能，毕竟阿斯加德的神器很出名，不能仅以技能的形式出现。其它还不错，继续加油。"
2780710,1744776468,76561198336776984,schinese,936,192844628,true,true,"一个是感觉超武没什么用，第二个是，目前游戏时间15小时，感觉虽然没打完，但玩法已经较为固化，失去了大多数的乐趣"
2780710,1744735631,76561198821834901,schinese,1168,192809858,true,true,"很好玩呀~~加油！"
2780710,1744728445,76561198263233335,schinese,74,192802209,true,true,"Game play feels really punishing and frustrating. Cannot even beat the first map after so many attempts. Enemies are way too much for the character himself. Is this meant to be a survivor like game that comfort players or a soul like game that makes players taste defeat and disappointment?"
2780710,1744723176,76561198101427550,schinese,1137,192796835,true,true,"好玩"
2780710,1744717991,76561199297695026,schinese,1101,192792503,true,true,"汉化的不是很到位，期待后续更新"
2780710,1744712640,76561198059033410,schinese,223,192788830,true,false,"I really do not recommend this game, the game setting is really not good. the intro is so not clear and there is almost nothing but force you to play for looooong time"
2780710,1744691493,76561199554959962,schinese,1049,192777419,true,true,"刚玩确实有点难度，在玩久了之后还是很爽的，然后感觉强度不够的时候还可以血祭给自己加难度，但不建议英魂殿，除非你对自己的走位很自信，不然真的会被小怪一刀秒"
2780710,1744670561,76561198418001655,schinese,81,192763526,true,false,"太依赖局外成长，初始性能活不过五分钟，活不久就没经验，没经验就点不了天赋点，点不了天赋点就活不下去
美术设计我是喜欢的，打击感是不错的，成长曲线是极度不合理的，技能全是换皮，背包管理是一坨稀
既然做幸存者这种丢掉大脑赛博冥想的游戏类别就别让人坐牢啊，开局三分钟就因为数值不够死，死好几把才能加一个天赋点的体验真的太牢了
既没有惊喜也没有爽，除了美工啥也不是"
2780710,1744664056,76561198273561239,schinese,1465,192758086,true,false,"我是真的服了，打了15个小时了，最高猎手19级，其他两个10级，难升级我就忍了，我玩着玩着，我符文都没了，我怀疑这作者做了一个死亡掉落的事件，只要通关失败，就有几率掉落符文，这不是恶心人吗？

另外，你符文背包能不能给人点提示，我勾八刚开始玩的时候，根本不知道有符文背包这种东西
本来想着制作不易，也不太想为难作者，等作者更新就好了，你这手卡符文，真把我恶心到了。"
2780710,1744655548,76561198106464773,schinese,256,192749886,true,false,"随机要素实在是太多了，游戏底子是很好的，质感和手感都非常不错。但是实在不理解为什么除了升级技能和强化符文是随机的以外，就连技能升级的类型（弹道数量、伤害、CD）和升级增幅的数值（会随机到根据稀有度白、蓝、紫、橙不同程度的增幅数值大小）。高强度的随机性完全让运气成为最关键的部分，使想要玩的爽变得无比的困难。用高随机性增加玩家的游玩时间无异于折磨。还是比较喜欢这个游戏的，希望制作组减少不必要的随机性。目前不是很推荐，玩起来比较坐牢，如果改了随机性会来改好评。"
2780710,1744654373,76561198407472698,schinese,1865,192748590,true,false,"这游戏有这么严重的BUG居然还不修复?  我辛辛苦苦刷的好属性符文居然无端端消失了?莫名其妙的符文就消失了  不管是在背包里 还是已装备的 (绝对不是我手贱分解了)"
2780710,1744651076,76561198109157217,schinese,1788,192745334,true,true,"割草类游戏，比较解压！"
2780710,1744647533,76561199640105626,schinese,1294,192741907,true,false,"经常无法启动 不知道为啥"
2780710,1744640352,76561198285570701,schinese,422,192734768,true,true,"还不错  就是目前内容太少  不建议入手"
2780710,1744636190,76561198008200271,schinese,402,192731177,true,false,"这游戏常启动不了，经常要重启很多次才能进入一次游戏
"
2780710,1744632437,76561198110281165,schinese,934,192728097,true,false,"Very limited content
游戏内容非常有限，你可能在前几个小时很快乐，然后就没有然后了
"
2780710,1744631339,76561198277854840,schinese,309,192727248,true,true,"挺喜欢这个画风的，云同步没有确实有点蛋疼"
2780710,1744621425,76561199032601749,schinese,825,192721225,true,false,"随机大王就是你 给爷整乐了 500%攻速怎么达成告诉我？连拒绝升级的权利都不给我核心怎么运营？玩你🐎呢  臭傻逼"
2780710,1744595267,76561199138327001,schinese,1685,192706286,true,false,"Why does the super weapon synthesized from Wind Slash and Giant's Fang occupy such a large portion of the viewport? And it's so dazzling!!! Please change it back, thank you."
2780710,1744556465,76561198166961257,schinese,1565,192667712,true,false,"难度过高，解锁新人物要求太不合理，过渡太不平滑。
即使运气好，老早拿到想要的，依然要走位，根本爽不起来。"
2780710,1744546904,76561198137876901,schinese,452,192656861,true,false,"爽不起来的幸存者不就是史吗？
内容少的可怜，还整的随机要素太多，总共能组合就那么几个让玩家凹来凹去的，三选一技能品质还要分个白蓝紫橙，服了
凹一次费用贵的跟nm骨灰在殡仪馆论斤称一样离谱
另外背包UI这么多空白的地方，非要整个说明标签跟随鼠标是什么脑子想出来的"
2780710,1744541857,76561199236377278,schinese,1516,192651976,true,false,"刷了两个小时刷不到想要的buff，运气不好怎么操作都没用，给两个金直接通关，没有就直接趋势，受不了了"
2780710,1744537408,76561198455063619,schinese,79,192647860,true,false,"开荒玩得很痛苦 升等又慢 玩起来根本没爽感"
2780710,1744536777,76561198298727574,schinese,357,192647299,true,false,"经常会遇到bug， 玩着玩着突然就出现(1)不会释放某些技能 （2）敌人不刷新"
2780710,1744534667,76561198054182499,schinese,555,192645395,true,false,"一局只能用合一把超武？后期还不给爽…乱七八糟的系统一堆，深度却很有限。"
2780710,1744527528,76561198085805806,schinese,317,192639573,true,true,"全选物理技能就完事了，能加攻速减cd
成型了攻速能2000+屏幕上都见不到怪"
2780710,1744518497,76561198804667760,schinese,498,192633049,true,true,"一般吧。内容很少。只有三个角色，技能也不多。而且各种属性的技能都是互相换皮，每个流派玩起来都没有区别。玩了几把就没劲了。"
2780710,1744516511,76561198303608141,schinese,1334,192631516,true,true,"这游戏还是挺好玩的  steam deck 上玩 开60针还挺耐完  就是 刚开始有点伤害低符文多了开始厉害了"
2780710,1744512888,76561198043979924,schinese,1647,192628655,true,true,"游戏哪都好，就是节奏太慢了！打完一局要花20分钟以上"
2780710,1744511929,76561198196437118,schinese,1010,192627836,true,true,"[h1] 看虎牙楚河直播感觉不错，自己下来玩了[/h1] 
目前体验了下存在很多不合理的地方提下建议

1.不管是营地还是闯关都看不了个人属性面板

2.怪多技能减CD上来不能调特效透明度

3.符文背包没有一键选出售符文，一个一个点太麻烦了，装备符文每次需要按键操作不能同界面操作，而且只有一页符文页

4.超级技能合成，能装配五个技能但是只能合一个超级技能（2个能组合的技能升到五级即可合成超级技能），而且感觉出了一个技能你另外一个技能特别难D到，营地合成表像素小图也没有文字说明

5.目前我只玩了战士，宿命之网减技能CD+移速+10%吸血基本上等于无敌

[h2] 附现有的八个超级技能合成表及技能说明 [/h2]
[b] 斯卡蒂冰箭+冈格尼尔= 奥丁冰箭[/b]  [u] （朝随机目标发射冰箭，使其冰冻在原地，撞击时爆炸施加震击效果) [/u]
[b] 巨人之牙+旋风劈斩= 炙热混沌之刃[/b]  [u] （围绕自身挥舞炙热混沌之刃，对敌人造成伤害，将其点燃然后流血）[/u]
[b] 大地龟裂+冰川破裂= 霜牙戒指[/b]   [u] （在你周围召唤一面巨大的霜墙，从地面喷发并向外移动）[/u]
[b] 芬里尔之爪+托尔之怒=  雷爪[/b]  [u] （芬里尔被注入电能并残酷地砍杀随机目标）[/u]
[b] 投掷利维坦利斧+投掷匕首= 破碎利维坦利斧[/b]  [u] （朝一个随机目标投掷利维坦利斧，会定期向随机方向发射碎片）[/u]
[b] 炮台+世界之树脉冲= 风暴穿甲者[/b]  [u] （召唤风暴穿透者，定期向附近的敌人发射电脉冲）[/u]
[b] 苏尔特尔之火+劲风= 赫尔斯托姆[/b]  [u] （召唤注入赫尔冰霜的火焰龙卷风，射出穿刺的冰柱）[/u]
[b] 余烬之斧+洛基的释电幻影= 电斧[/b]  [u]（投掷通电的燃烧斧头，其会在撞击时爆炸并生成自身的残影）[/u]

[h1] 最后楚河牛逼！！！ [/h1]"
2780710,1744510097,76561198186051783,schinese,79,192626413,true,false,"好奇作者自己能不能打完 第一次见这种游戏成型了都得一直动要不然一秒暴毙的"
2780710,1744506421,76561199227543018,schinese,1864,192623654,true,true,"太难了QWQ"
2780710,1744505462,76561199026634058,schinese,894,192622951,true,false,"难以想象一款肉鸽类幸存者游戏让我如此的无语 毫无爽感可言 每局运营十几分钟就为了爽最后那几分钟 数值严重不平衡 作者真的玩过自己做的这一坨吗？"
2780710,1744497253,76561198302114187,schinese,604,192616295,true,false,"啊米诺斯，我阐述制作人的梦。一局只能合成一个超武就算了，还特么的两个技能选其中就会降低另外一个的概率重掷刷了一大堆就是嗯刷不出来另一个关键技能，好不容易弄出来两个技能了把其中一个升到五级之后另一个技能想升级又得重掷很多次，强烈建议制作人的木琴存在的时候付琴是找不到的，得重掷很多次才会出现，嘻嘻(#^.^#)"
